pertanyaan,intent,kategori,solusi,pertanyaan_bersih
"tolong, aplikasi loading lama",software_problem,Software & Aplikasi,"Browser tidak bisa buka web:
1. Clear cache (Ctrl+Shift+Delete)
2. Coba mode Incognito (Ctrl+Shift+N)
3. Cek apakah alamat web terblokir oleh Firewall kantor.",tolong aplikasi loading lama
ada yang bisa bantu? aplikasi loading lama,software_problem,Software & Aplikasi,"Browser tidak bisa buka web:
1. Clear cache (Ctrl+Shift+Delete)
2. Coba mode Incognito (Ctrl+Shift+N)
3. Cek apakah alamat web terblokir oleh Firewall kantor.",ada yang bisa bantu aplikasi loading lama
gimana ya aplikasi loading lama?,software_problem,Software & Aplikasi,"Aplikasi tidak bisa dibuka:
1. Cek Task Manager (Ctrl+Shift+Esc), kill process yang nyangkut
2. Klik kanan aplikasi → Run as Administrator
3. Reinstall jika file corrupt.",gimana ya aplikasi loading lama
error: aplikasi loading lama,software_problem,Software & Aplikasi,"Aktivasi Office bermasalah:
1. Buka Word/Excel → File → Account → Sign out
2. Sign in kembali dengan akun email kantor yang valid
3. Tunggu 5 menit untuk proses sinkronisasi lisensi.",error aplikasi loading lama
"aplikasi loading lama nih, bisa dibantu?",software_problem,Software & Aplikasi,"Browser tidak bisa buka web:
1. Clear cache (Ctrl+Shift+Delete)
2. Coba mode Incognito (Ctrl+Shift+N)
3. Cek apakah alamat web terblokir oleh Firewall kantor.",aplikasi loading lama nih bisa bantu
runtime error,software_problem,Software & Aplikasi,"Aplikasi tidak bisa dibuka:
1. Cek Task Manager (Ctrl+Shift+Esc), kill process yang nyangkut
2. Klik kanan aplikasi → Run as Administrator
3. Reinstall jika file corrupt.",runtime error
RUNTIME ERROR,software_problem,Software & Aplikasi,"Aplikasi tidak bisa dibuka:
1. Cek Task Manager (Ctrl+Shift+Esc), kill process yang nyangkut
2. Klik kanan aplikasi → Run as Administrator
3. Reinstall jika file corrupt.",runtime error
Runtime Error,software_problem,Software & Aplikasi,"Browser tidak bisa buka web:
1. Clear cache (Ctrl+Shift+Delete)
2. Coba mode Incognito (Ctrl+Shift+N)
3. Cek apakah alamat web terblokir oleh Firewall kantor.",runtime error
saya punya masalah: runtime error,software_problem,Software & Aplikasi,"Browser tidak bisa buka web:
1. Clear cache (Ctrl+Shift+Delete)
2. Coba mode Incognito (Ctrl+Shift+N)
3. Cek apakah alamat web terblokir oleh Firewall kantor.",saya punya masalah runtime error
bantuan! runtime error,software_problem,Software & Aplikasi,"Aktivasi Office bermasalah:
1. Buka Word/Excel → File → Account → Sign out
2. Sign in kembali dengan akun email kantor yang valid
3. Tunggu 5 menit untuk proses sinkronisasi lisensi.",bantu runtime error
"tolong, runtime error",software_problem,Software & Aplikasi,"Browser tidak bisa buka web:
1. Clear cache (Ctrl+Shift+Delete)
2. Coba mode Incognito (Ctrl+Shift+N)
3. Cek apakah alamat web terblokir oleh Firewall kantor.",tolong runtime error
ada yang bisa bantu? runtime error,software_problem,Software & Aplikasi,"Browser tidak bisa buka web:
1. Clear cache (Ctrl+Shift+Delete)
2. Coba mode Incognito (Ctrl+Shift+N)
3. Cek apakah alamat web terblokir oleh Firewall kantor.",ada yang bisa bantu runtime error
gimana ya runtime error?,software_problem,Software & Aplikasi,"Aktivasi Office bermasalah:
1. Buka Word/Excel → File → Account → Sign out
2. Sign in kembali dengan akun email kantor yang valid
3. Tunggu 5 menit untuk proses sinkronisasi lisensi.",gimana ya runtime error
error: runtime error,software_problem,Software & Aplikasi,"Aktivasi Office bermasalah:
1. Buka Word/Excel → File → Account → Sign out
2. Sign in kembali dengan akun email kantor yang valid
3. Tunggu 5 menit untuk proses sinkronisasi lisensi.",error runtime error
"runtime error nih, bisa dibantu?",software_problem,Software & Aplikasi,"Aplikasi tidak bisa dibuka:
1. Cek Task Manager (Ctrl+Shift+Esc), kill process yang nyangkut
2. Klik kanan aplikasi → Run as Administrator
3. Reinstall jika file corrupt.",runtime error nih bisa bantu
lupa password,security_problem,Security & Access Control,"Lupa password Windows:
1. Gunakan opsi 'Reset password' di layar login
2. Jika terkunci, hubungi IT Help Desk dengan ID Karyawan untuk proses reset dari Active Directory.",lupa password
LUPA PASSWORD,security_problem,Security & Access Control,"Virus / Malware terdeteksi:
1. JANGAN buka file mencurigakan
2. Putuskan koneksi internet/LAN
3. Lakukan Full Scan menggunakan Windows Defender
4. Laporkan ke IT Security secepatnya.",lupa password
Lupa Password,security_problem,Security & Access Control,"Lupa password Windows:
1. Gunakan opsi 'Reset password' di layar login
2. Jika terkunci, hubungi IT Help Desk dengan ID Karyawan untuk proses reset dari Active Directory.",lupa password
saya punya masalah: lupa password,security_problem,Security & Access Control,"Virus / Malware terdeteksi:
1. JANGAN buka file mencurigakan
2. Putuskan koneksi internet/LAN
3. Lakukan Full Scan menggunakan Windows Defender
4. Laporkan ke IT Security secepatnya.",saya punya masalah lupa password
bantuan! lupa password,security_problem,Security & Access Control,"Virus / Malware terdeteksi:
1. JANGAN buka file mencurigakan
2. Putuskan koneksi internet/LAN
3. Lakukan Full Scan menggunakan Windows Defender
4. Laporkan ke IT Security secepatnya.",bantu lupa password
"tolong, lupa password",security_problem,Security & Access Control,"Lupa password Windows:
1. Gunakan opsi 'Reset password' di layar login
2. Jika terkunci, hubungi IT Help Desk dengan ID Karyawan untuk proses reset dari Active Directory.",tolong lupa password
ada yang bisa bantu? lupa password,security_problem,Security & Access Control,"Lupa password Windows:
1. Gunakan opsi 'Reset password' di layar login
2. Jika terkunci, hubungi IT Help Desk dengan ID Karyawan untuk proses reset dari Active Directory.",ada yang bisa bantu lupa password
gimana ya lupa password?,security_problem,Security & Access Control,"Virus / Malware terdeteksi:
1. JANGAN buka file mencurigakan
2. Putuskan koneksi internet/LAN
3. Lakukan Full Scan menggunakan Windows Defender
4. Laporkan ke IT Security secepatnya.",gimana ya lupa password
error: lupa password,security_problem,Security & Access Control,"Lupa password Windows:
1. Gunakan opsi 'Reset password' di layar login
2. Jika terkunci, hubungi IT Help Desk dengan ID Karyawan untuk proses reset dari Active Directory.",error lupa password
"lupa password nih, bisa dibantu?",security_problem,Security & Access Control,"Account terkunci:
1. Jangan terus mencoba login (menghindari lockout permanen)
2. Tunggu 15 menit, pastikan Caps Lock mati
3. Hubungi admin untuk unlock akun.",lupa password nih bisa bantu
account terkunci,security_problem,Security & Access Control,"Lupa password Windows:
1. Gunakan opsi 'Reset password' di layar login
2. Jika terkunci, hubungi IT Help Desk dengan ID Karyawan untuk proses reset dari Active Directory.",account kunci
ACCOUNT TERKUNCI,security_problem,Security & Access Control,"Lupa password Windows:
1. Gunakan opsi 'Reset password' di layar login
2. Jika terkunci, hubungi IT Help Desk dengan ID Karyawan untuk proses reset dari Active Directory.",account kunci
Account Terkunci,security_problem,Security & Access Control,"Virus / Malware terdeteksi:
1. JANGAN buka file mencurigakan
2. Putuskan koneksi internet/LAN
3. Lakukan Full Scan menggunakan Windows Defender
4. Laporkan ke IT Security secepatnya.",account kunci
saya punya masalah: account terkunci,security_problem,Security & Access Control,"Account terkunci:
1. Jangan terus mencoba login (menghindari lockout permanen)
2. Tunggu 15 menit, pastikan Caps Lock mati
3. Hubungi admin untuk unlock akun.",saya punya masalah account kunci
bantuan! account terkunci,security_problem,Security & Access Control,"Lupa password Windows:
1. Gunakan opsi 'Reset password' di layar login
2. Jika terkunci, hubungi IT Help Desk dengan ID Karyawan untuk proses reset dari Active Directory.",bantu account kunci
"tolong, account terkunci",security_problem,Security & Access Control,"Account terkunci:
1. Jangan terus mencoba login (menghindari lockout permanen)
2. Tunggu 15 menit, pastikan Caps Lock mati
3. Hubungi admin untuk unlock akun.",tolong account kunci
ada yang bisa bantu? account terkunci,security_problem,Security & Access Control,"Virus / Malware terdeteksi:
1. JANGAN buka file mencurigakan
2. Putuskan koneksi internet/LAN
3. Lakukan Full Scan menggunakan Windows Defender
4. Laporkan ke IT Security secepatnya.",ada yang bisa bantu account kunci
gimana ya account terkunci?,security_problem,Security & Access Control,"Virus / Malware terdeteksi:
1. JANGAN buka file mencurigakan
2. Putuskan koneksi internet/LAN
3. Lakukan Full Scan menggunakan Windows Defender
4. Laporkan ke IT Security secepatnya.",gimana ya account kunci
error: account terkunci,security_problem,Security & Access Control,"Lupa password Windows:
1. Gunakan opsi 'Reset password' di layar login
2. Jika terkunci, hubungi IT Help Desk dengan ID Karyawan untuk proses reset dari Active Directory.",error account kunci
"account terkunci nih, bisa dibantu?",security_problem,Security & Access Control,"Virus / Malware terdeteksi:
1. JANGAN buka file mencurigakan
2. Putuskan koneksi internet/LAN
3. Lakukan Full Scan menggunakan Windows Defender
4. Laporkan ke IT Security secepatnya.",account kunci nih bisa bantu
tidak bisa login,security_problem,Security & Access Control,"Account terkunci:
1. Jangan terus mencoba login (menghindari lockout permanen)
2. Tunggu 15 menit, pastikan Caps Lock mati
3. Hubungi admin untuk unlock akun.",tidak bisa login
TIDAK BISA LOGIN,security_problem,Security & Access Control,"Virus / Malware terdeteksi:
1. JANGAN buka file mencurigakan
2. Putuskan koneksi internet/LAN
3. Lakukan Full Scan menggunakan Windows Defender
4. Laporkan ke IT Security secepatnya.",tidak bisa login
Tidak Bisa Login,security_problem,Security & Access Control,"Account terkunci:
1. Jangan terus mencoba login (menghindari lockout permanen)
2. Tunggu 15 menit, pastikan Caps Lock mati
3. Hubungi admin untuk unlock akun.",tidak bisa login
saya punya masalah: tidak bisa login,security_problem,Security & Access Control,"Account terkunci:
1. Jangan terus mencoba login (menghindari lockout permanen)
2. Tunggu 15 menit, pastikan Caps Lock mati
3. Hubungi admin untuk unlock akun.",saya punya masalah tidak bisa login
bantuan! tidak bisa login,security_problem,Security & Access Control,"Account terkunci:
1. Jangan terus mencoba login (menghindari lockout permanen)
2. Tunggu 15 menit, pastikan Caps Lock mati
3. Hubungi admin untuk unlock akun.",bantu tidak bisa login
"tolong, tidak bisa login",security_problem,Security & Access Control,"Account terkunci:
1. Jangan terus mencoba login (menghindari lockout permanen)
2. Tunggu 15 menit, pastikan Caps Lock mati
3. Hubungi admin untuk unlock akun.",tolong tidak bisa login
ada yang bisa bantu? tidak bisa login,security_problem,Security & Access Control,"Lupa password Windows:
1. Gunakan opsi 'Reset password' di layar login
2. Jika terkunci, hubungi IT Help Desk dengan ID Karyawan untuk proses reset dari Active Directory.",ada yang bisa bantu tidak bisa login
gimana ya tidak bisa login?,security_problem,Security & Access Control,"Virus / Malware terdeteksi:
1. JANGAN buka file mencurigakan
2. Putuskan koneksi internet/LAN
3. Lakukan Full Scan menggunakan Windows Defender
4. Laporkan ke IT Security secepatnya.",gimana ya tidak bisa login
error: tidak bisa login,security_problem,Security & Access Control,"Account terkunci:
1. Jangan terus mencoba login (menghindari lockout permanen)
2. Tunggu 15 menit, pastikan Caps Lock mati
3. Hubungi admin untuk unlock akun.",error tidak bisa login
"tidak bisa login nih, bisa dibantu?",security_problem,Security & Access Control,"Lupa password Windows:
1. Gunakan opsi 'Reset password' di layar login
2. Jika terkunci, hubungi IT Help Desk dengan ID Karyawan untuk proses reset dari Active Directory.",tidak bisa login nih bisa bantu
virus terdeteksi,security_problem,Security & Access Control,"Virus / Malware terdeteksi:
1. JANGAN buka file mencurigakan
2. Putuskan koneksi internet/LAN
3. Lakukan Full Scan menggunakan Windows Defender
4. Laporkan ke IT Security secepatnya.",virus deteksi
VIRUS TERDETEKSI,security_problem,Security & Access Control,"Virus / Malware terdeteksi:
1. JANGAN buka file mencurigakan
2. Putuskan koneksi internet/LAN
3. Lakukan Full Scan menggunakan Windows Defender
4. Laporkan ke IT Security secepatnya.",virus deteksi
Virus Terdeteksi,security_problem,Security & Access Control,"Virus / Malware terdeteksi:
1. JANGAN buka file mencurigakan
2. Putuskan koneksi internet/LAN
3. Lakukan Full Scan menggunakan Windows Defender
4. Laporkan ke IT Security secepatnya.",virus deteksi
saya punya masalah: virus terdeteksi,security_problem,Security & Access Control,"Lupa password Windows:
1. Gunakan opsi 'Reset password' di layar login
2. Jika terkunci, hubungi IT Help Desk dengan ID Karyawan untuk proses reset dari Active Directory.",saya punya masalah virus deteksi
bantuan! virus terdeteksi,security_problem,Security & Access Control,"Account terkunci:
1. Jangan terus mencoba login (menghindari lockout permanen)
2. Tunggu 15 menit, pastikan Caps Lock mati
3. Hubungi admin untuk unlock akun.",bantu virus deteksi
"tolong, virus terdeteksi",security_problem,Security & Access Control,"Account terkunci:
1. Jangan terus mencoba login (menghindari lockout permanen)
2. Tunggu 15 menit, pastikan Caps Lock mati
3. Hubungi admin untuk unlock akun.",tolong virus deteksi
ada yang bisa bantu? virus terdeteksi,security_problem,Security & Access Control,"Lupa password Windows:
1. Gunakan opsi 'Reset password' di layar login
2. Jika terkunci, hubungi IT Help Desk dengan ID Karyawan untuk proses reset dari Active Directory.",ada yang bisa bantu virus deteksi
gimana ya virus terdeteksi?,security_problem,Security & Access Control,"Virus / Malware terdeteksi:
1. JANGAN buka file mencurigakan
2. Putuskan koneksi internet/LAN
3. Lakukan Full Scan menggunakan Windows Defender
4. Laporkan ke IT Security secepatnya.",gimana ya virus deteksi
error: virus terdeteksi,security_problem,Security & Access Control,"Lupa password Windows:
1. Gunakan opsi 'Reset password' di layar login
2. Jika terkunci, hubungi IT Help Desk dengan ID Karyawan untuk proses reset dari Active Directory.",error virus deteksi
"virus terdeteksi nih, bisa dibantu?",security_problem,Security & Access Control,"Account terkunci:
1. Jangan terus mencoba login (menghindari lockout permanen)
2. Tunggu 15 menit, pastikan Caps Lock mati
3. Hubungi admin untuk unlock akun.",virus deteksi nih bisa bantu
malware infection,security_problem,Security & Access Control,"Lupa password Windows:
1. Gunakan opsi 'Reset password' di layar login
2. Jika terkunci, hubungi IT Help Desk dengan ID Karyawan untuk proses reset dari Active Directory.",malware infection
MALWARE INFECTION,security_problem,Security & Access Control,"Virus / Malware terdeteksi:
1. JANGAN buka file mencurigakan
2. Putuskan koneksi internet/LAN
3. Lakukan Full Scan menggunakan Windows Defender
4. Laporkan ke IT Security secepatnya.",malware infection
Malware Infection,security_problem,Security & Access Control,"Lupa password Windows:
1. Gunakan opsi 'Reset password' di layar login
2. Jika terkunci, hubungi IT Help Desk dengan ID Karyawan untuk proses reset dari Active Directory.",malware infection
saya punya masalah: malware infection,security_problem,Security & Access Control,"Account terkunci:
1. Jangan terus mencoba login (menghindari lockout permanen)
2. Tunggu 15 menit, pastikan Caps Lock mati
3. Hubungi admin untuk unlock akun.",saya punya masalah malware infection
bantuan! malware infection,security_problem,Security & Access Control,"Lupa password Windows:
1. Gunakan opsi 'Reset password' di layar login
2. Jika terkunci, hubungi IT Help Desk dengan ID Karyawan untuk proses reset dari Active Directory.",bantu malware infection
"tolong, malware infection",security_problem,Security & Access Control,"Virus / Malware terdeteksi:
1. JANGAN buka file mencurigakan
2. Putuskan koneksi internet/LAN
3. Lakukan Full Scan menggunakan Windows Defender
4. Laporkan ke IT Security secepatnya.",tolong malware infection
ada yang bisa bantu? malware infection,security_problem,Security & Access Control,"Virus / Malware terdeteksi:
1. JANGAN buka file mencurigakan
2. Putuskan koneksi internet/LAN
3. Lakukan Full Scan menggunakan Windows Defender
4. Laporkan ke IT Security secepatnya.",ada yang bisa bantu malware infection
gimana ya malware infection?,security_problem,Security & Access Control,"Virus / Malware terdeteksi:
1. JANGAN buka file mencurigakan
2. Putuskan koneksi internet/LAN
3. Lakukan Full Scan menggunakan Windows Defender
4. Laporkan ke IT Security secepatnya.",gimana ya malware infection
